episodio,recompensa_total,epsilon,chegou_ao_objetivo,eficiencia_episodio,passos_totais
0,-1.5000,0.9995,0,0.00,100
1,-15.0000,0.9990,0,0.00,100
2,-8.8500,0.9985,1,3.53,85
3,9.4300,0.9980,1,28.57,7
4,9.4100,0.9975,1,22.22,9
5,-6.0000,0.9970,0,0.00,100
6,-9.0000,0.9965,0,0.00,100
7,-16.5000,0.9960,0,0.00,100
8,-11.5000,0.9955,0,0.00,100
9,-7.5000,0.9950,0,0.00,100
10,-27.5000,0.9945,0,0.00,100
11,-9.5000,0.9940,0,0.00,100
12,-16.5000,0.9935,0,0.00,100
13,-11.5000,0.9930,0,0.00,100
14,-8.0000,0.9925,0,0.00,100
15,-10.0000,0.9920,0,0.00,100
16,-12.5000,0.9915,0,0.00,100
17,-6.0000,0.9910,0,0.00,100
18,-5.0000,0.9905,0,0.00,100
19,-8.5000,0.9900,0,0.00,100
20,6.9700,0.9896,1,18.87,53
21,-10.0000,0.9891,0,0.00,100
22,-29.0000,0.9886,0,0.00,100
23,-17.0000,0.9881,0,0.00,100
24,9.4400,0.9876,1,50.00,6
25,-24.5000,0.9871,0,0.00,100
26,-21.0000,0.9866,0,0.00,100
27,-15.0000,0.9861,0,0.00,100
28,6.1100,0.9856,1,10.26,39
29,-9.0000,0.9851,0,0.00,100
30,-6.0000,0.9846,0,0.00,100
31,8.6100,0.9841,1,7.69,39
32,-6.0000,0.9836,0,0.00,100
33,-6.0000,0.9831,0,0.00,100
34,-20.5000,0.9826,0,0.00,100
35,5.4600,0.9822,1,20.37,54
36,-12.5000,0.9817,0,0.00,100
37,9.9700,0.9812,1,33.33,3
38,7.8100,0.9807,1,5.26,19
39,5.3800,0.9802,1,16.13,62
40,-9.5000,0.9797,0,0.00,100
41,8.9100,0.9792,1,55.56,9
42,-12.5000,0.9787,0,0.00,100
43,8.7100,0.9782,1,37.93,29
44,-11.5000,0.9777,0,0.00,100
45,8.7800,0.9773,1,36.36,22
46,-7.5000,0.9768,0,0.00,100
47,6.4500,0.9763,1,14.55,55
48,-10.0000,0.9758,0,0.00,100
49,9.8600,0.9753,1,42.86,14
50,9.9800,0.9748,1,50.00,2
51,-1.5000,0.9743,1,4.00,100
52,-5.5000,0.9738,0,0.00,100
53,-12.5000,0.9734,0,0.00,100
54,9.9200,0.9729,1,50.00,8
55,-8.5000,0.9724,0,0.00,100
56,-6.0000,0.9719,0,0.00,100
57,-6.5000,0.9714,0,0.00,100
58,-6.0000,0.9709,0,0.00,100
59,-7.0000,0.9704,0,0.00,100
60,6.0500,0.9700,1,11.11,45
61,8.3200,0.9695,1,27.78,18
62,-9.5000,0.9690,0,0.00,100
63,5.6500,0.9685,1,5.71,35
64,-8.5000,0.9680,0,0.00,100
65,-7.5000,0.9675,0,0.00,100
66,5.7100,0.9670,1,6.33,79
67,-9.0000,0.9666,0,0.00,100
68,-11.0000,0.9661,0,0.00,100
69,9.9800,0.9656,1,100.00,2
70,-3.0000,0.9651,0,0.00,100
71,5.5400,0.9646,1,7.29,96
72,-17.5000,0.9641,0,0.00,100
73,-15.0000,0.9637,0,0.00,100
74,9.3800,0.9632,1,25.00,12
75,-4.0000,0.9627,0,0.00,100
76,9.9800,0.9622,1,50.00,2
77,-11.5000,0.9617,0,0.00,100
78,-8.5000,0.9613,0,0.00,100
79,-5.5000,0.9608,0,0.00,100
80,-3.5000,0.9603,0,0.00,100
81,8.7100,0.9598,1,27.59,29
82,0.5100,0.9593,1,5.05,99
83,-7.0000,0.9589,0,0.00,100
84,5.6600,0.9584,1,2.94,34
85,8.8200,0.9579,1,22.22,18
86,5.2000,0.9574,1,3.33,30
87,6.5300,0.9569,1,14.89,47
88,-11.5000,0.9565,0,0.00,100
89,-6.0000,0.9560,0,0.00,100
90,-5.0000,0.9555,0,0.00,100
91,-6.0000,0.9550,0,0.00,100
92,3.1000,0.9546,1,12.50,40
93,9.9300,0.9541,1,14.29,7
94,-8.5000,0.9536,0,0.00,100
95,-11.0000,0.9531,0,0.00,100
96,4.3500,0.9526,1,16.92,65
97,-15.0000,0.9522,0,0.00,100
98,-5.0000,0.9517,0,0.00,100
99,4.3000,0.9512,1,12.86,70
100,-18.5000,0.9507,0,0.00,100
101,-7.5000,0.9503,0,0.00,100
102,-8.0000,0.9498,0,0.00,100
103,-5.5000,0.9493,0,0.00,100
104,3.2800,0.9488,1,4.17,72
105,-7.0000,0.9484,0,0.00,100
106,-11.5000,0.9479,0,0.00,100
107,-5.5000,0.9474,0,0.00,100
108,-6.0000,0.9469,0,0.00,100
109,-1.0100,0.9465,1,11.76,51
110,4.4400,0.9460,1,16.07,56
111,-0.7900,0.9455,1,8.86,79
112,-5.5000,0.9451,0,0.00,100
113,-7.0000,0.9446,0,0.00,100
114,7.7100,0.9441,1,17.24,29
115,-3.0000,0.9436,0,0.00,100
116,-4.5000,0.9432,0,0.00,100
117,-12.5000,0.9427,0,0.00,100
118,-9.5000,0.9422,0,0.00,100
119,-7.0000,0.9418,0,0.00,100
120,-6.5000,0.9413,0,0.00,100
121,-11.0000,0.9408,0,0.00,100
122,-5.0000,0.9403,0,0.00,100
123,-6.5000,0.9399,0,0.00,100
124,7.3000,0.9394,1,14.29,70
125,-12.5000,0.9389,0,0.00,100
126,-12.0000,0.9385,0,0.00,100
127,5.0300,0.9380,1,5.15,97
128,-7.0000,0.9375,0,0.00,100
129,1.5700,0.9371,1,13.98,93
130,-10.5000,0.9366,0,0.00,100
131,-5.5000,0.9361,0,0.00,100
132,-5.0000,0.9356,0,0.00,100
133,-6.0000,0.9352,0,0.00,100
134,-6.5000,0.9347,0,0.00,100
135,-19.0000,0.9342,0,0.00,100
136,-5.0000,0.9338,0,0.00,100
137,9.9200,0.9333,1,50.00,8
138,-6.0000,0.9328,0,0.00,100
139,-5.5000,0.9324,0,0.00,100
140,-4.5000,0.9319,0,0.00,100
141,-8.5000,0.9314,0,0.00,100
142,-7.0000,0.9310,0,0.00,100
143,5.8500,0.9305,1,20.00,15
144,5.4800,0.9300,1,7.69,52
145,-18.0000,0.9296,0,0.00,100
146,-5.5000,0.9291,0,0.00,100
147,-12.5000,0.9287,0,0.00,100
148,-10.5000,0.9282,0,0.00,100
149,-5.0000,0.9277,0,0.00,100
150,-5.5000,0.9273,0,0.00,100
151,-18.0000,0.9268,0,0.00,100
152,-10.0000,0.9263,0,0.00,100
153,-5.5000,0.9259,0,0.00,100
154,-6.5000,0.9254,0,0.00,100
155,8.3800,0.9249,1,25.00,12
156,6.5900,0.9245,1,9.89,91
157,-10.0000,0.9240,0,0.00,100
158,6.5600,0.9236,1,8.51,94
159,-7.5000,0.9231,0,0.00,100
160,-6.0000,0.9226,0,0.00,100
161,2.2700,0.9222,1,10.96,73
162,-7.0000,0.9217,0,0.00,100
163,-12.5000,0.9213,0,0.00,100
164,-6.0000,0.9208,0,0.00,100
165,3.4000,0.9203,1,11.67,60
166,-6.5000,0.9199,0,0.00,100
167,-8.0000,0.9194,0,0.00,100
168,-4.5000,0.9190,0,0.00,100
169,-6.0000,0.9185,0,0.00,100
170,-10.0000,0.9180,0,0.00,100
171,-7.0000,0.9176,0,0.00,100
172,-4.5000,0.9171,0,0.00,100
173,-7.5000,0.9167,0,0.00,100
174,-6.5000,0.9162,0,0.00,100
175,-7.0000,0.9157,0,0.00,100
176,-5.0000,0.9153,0,0.00,100
177,-8.0000,0.9148,0,0.00,100
178,-7.0000,0.9144,0,0.00,100
179,4.2500,0.9139,1,8.00,75
180,-10.5000,0.9135,0,0.00,100
181,-5.5000,0.9130,0,0.00,100
182,-11.5000,0.9125,0,0.00,100
183,9.9900,0.9121,1,100.00,1
184,-7.0000,0.9116,0,0.00,100
185,-14.0000,0.9112,0,0.00,100
186,-5.0000,0.9107,0,0.00,100
187,-5.5000,0.9103,0,0.00,100
188,-4.5000,0.9098,0,0.00,100
189,7.8500,0.9094,1,20.00,15
190,9.9200,0.9089,1,25.00,8
191,3.0300,0.9084,1,10.31,97
192,-3.5000,0.9080,0,0.00,100
193,-6.5000,0.9075,0,0.00,100
194,-4.0000,0.9071,0,0.00,100
195,-4.5000,0.9066,0,0.00,100
196,-8.5000,0.9062,0,0.00,100
197,-5.5000,0.9057,0,0.00,100
198,-3.0000,0.9053,0,0.00,100
199,9.9900,0.9048,1,100.00,1
200,-8.5000,0.9044,0,0.00,100
201,-3.0000,0.9039,0,0.00,100
202,-6.0000,0.9035,0,0.00,100
203,-3.0000,0.9030,0,0.00,100
204,-8.5000,0.9026,0,0.00,100
205,-3.0000,0.9021,0,0.00,100
206,8.2800,0.9017,1,9.09,22
207,-8.0000,0.9012,0,0.00,100
208,7.2300,0.9008,1,3.70,27
209,7.2500,0.9003,1,4.00,25
210,-7.5000,0.8999,0,0.00,100
211,-12.0000,0.8994,0,0.00,100
212,-3.0000,0.8990,0,0.00,100
213,-7.5000,0.8985,0,0.00,100
214,-7.0000,0.8981,0,0.00,100
215,-5.0000,0.8976,0,0.00,100
216,7.2100,0.8972,1,3.45,29
217,5.6900,0.8967,1,7.41,81
218,3.9300,0.8963,1,5.26,57
219,-11.0000,0.8958,0,0.00,100
220,9.7200,0.8954,1,21.43,28
221,-8.5000,0.8949,0,0.00,100
222,-4.0000,0.8945,0,0.00,100
223,-3.5000,0.8940,0,0.00,100
224,8.3600,0.8936,1,14.29,14
225,-4.0000,0.8931,0,0.00,100
226,-7.0000,0.8927,0,0.00,100
227,9.9800,0.8922,1,100.00,2
228,-3.5000,0.8918,0,0.00,100
229,-9.0000,0.8913,0,0.00,100
230,0.3300,0.8909,1,4.48,67
231,4.0900,0.8904,1,5.49,91
232,3.7600,0.8900,1,2.70,74
233,-5.5000,0.8896,0,0.00,100
234,9.9700,0.8891,1,100.00,3
235,-2.5000,0.8887,0,0.00,100
236,9.9600,0.8882,1,50.00,4
237,-7.5000,0.8878,0,0.00,100
238,-7.5000,0.8873,0,0.00,100
239,-6.5000,0.8869,0,0.00,100
240,8.9600,0.8865,1,25.00,4
241,-6.5000,0.8860,0,0.00,100
242,9.4000,0.8856,1,50.00,10
243,-8.5000,0.8851,0,0.00,100
244,-4.5000,0.8847,0,0.00,100
245,7.8500,0.8842,1,6.67,15
246,-7.5000,0.8838,0,0.00,100
247,5.8800,0.8834,1,8.06,62
248,-3.5000,0.8829,0,0.00,100
249,-12.5000,0.8825,0,0.00,100
250,-11.0000,0.8820,0,0.00,100
251,4.4700,0.8816,1,7.55,53
252,-5.0000,0.8811,0,0.00,100
253,-0.9900,0.8807,1,11.11,99
254,-7.0000,0.8803,0,0.00,100
255,-6.5000,0.8798,0,0.00,100
256,6.9700,0.8794,1,15.09,53
257,-11.5000,0.8789,0,0.00,100
258,-10.5000,0.8785,0,0.00,100
259,-2.0000,0.8781,0,0.00,100
260,9.9900,0.8776,1,100.00,1
261,-8.0000,0.8772,0,0.00,100
262,9.8700,0.8768,1,30.77,13
263,-3.0000,0.8763,0,0.00,100
264,-8.0000,0.8759,0,0.00,100
265,-5.5000,0.8754,0,0.00,100
266,8.7200,0.8750,1,35.71,28
267,7.4000,0.8746,1,25.00,60
268,6.6100,0.8741,1,12.82,39
269,-9.0000,0.8737,0,0.00,100
270,-3.5000,0.8732,0,0.00,100
271,-13.0000,0.8728,0,0.00,100
272,8.0300,0.8724,1,19.15,47
273,9.2500,0.8719,1,8.00,25
274,-5.5000,0.8715,0,0.00,100
275,-2.5000,0.8711,0,0.00,100
276,-8.0000,0.8706,0,0.00,100
277,1.2200,0.8702,1,17.95,78
278,9.3000,0.8698,1,15.00,20
279,-2.0000,0.8693,0,0.00,100
280,-3.0000,0.8689,0,0.00,100
281,-10.5000,0.8685,0,0.00,100
282,5.2000,0.8680,1,6.67,30
283,7.1200,0.8676,1,13.16,38
284,-5.0000,0.8672,0,0.00,100
285,-4.5000,0.8667,0,0.00,100
286,7.2500,0.8663,1,12.00,25
287,5.5300,0.8659,1,8.25,97
288,-3.5000,0.8654,0,0.00,100
289,7.8900,0.8650,1,9.09,11
290,9.3200,0.8646,1,33.33,18
291,8.1100,0.8641,1,10.26,39
292,5.6100,0.8637,1,10.26,39
293,8.8000,0.8633,1,30.00,20
294,-7.0000,0.8628,0,0.00,100
295,-11.0000,0.8624,0,0.00,100
296,7.8300,0.8620,1,29.41,17
297,9.3700,0.8615,1,46.15,13
298,-6.0000,0.8611,0,0.00,100
299,-6.5000,0.8607,0,0.00,100
300,-3.5000,0.8602,0,0.00,100
301,-5.5000,0.8598,0,0.00,100
302,7.7300,0.8594,1,18.52,27
303,9.4700,0.8590,1,66.67,3
304,-4.0000,0.8585,0,0.00,100
305,5.6200,0.8581,1,6.82,88
306,-8.5000,0.8577,0,0.00,100
307,-6.5000,0.8572,0,0.00,100
308,8.7600,0.8568,1,12.50,24
309,9.9200,0.8564,1,100.00,8
310,-12.5000,0.8560,0,0.00,100
311,7.3000,0.8555,1,5.71,70
312,-4.0000,0.8551,0,0.00,100
313,-9.0000,0.8547,0,0.00,100
314,6.0200,0.8542,1,25.00,48
315,-5.0000,0.8538,0,0.00,100
316,8.9300,0.8534,1,71.43,7
317,5.1500,0.8530,1,17.14,35
318,7.2000,0.8525,1,6.67,30
319,-8.5000,0.8521,0,0.00,100
320,-6.5000,0.8517,0,0.00,100
321,9.9800,0.8513,1,100.00,2
322,6.3500,0.8508,1,33.33,15
323,-12.0000,0.8504,0,0.00,100
324,-6.5000,0.8500,0,0.00,100
325,8.1600,0.8496,1,17.65,34
326,9.9400,0.8491,1,33.33,6
327,-7.0000,0.8487,0,0.00,100
328,4.6200,0.8483,1,10.23,88
329,-17.5000,0.8479,0,0.00,100
330,4.0200,0.8474,1,9.18,98
331,5.0300,0.8470,1,12.77,47
332,5.2900,0.8466,1,8.45,71
333,-5.5000,0.8462,0,0.00,100
334,8.8400,0.8457,1,37.50,16
335,8.3200,0.8453,1,33.33,18
336,-5.5000,0.8449,0,0.00,100
337,-6.0000,0.8445,0,0.00,100
338,-2.2300,0.8441,1,15.07,73
339,8.6300,0.8436,1,24.32,37
340,7.7600,0.8432,1,18.92,74
341,-3.5000,0.8428,0,0.00,100
342,9.9500,0.8424,1,20.00,5
343,-9.0000,0.8419,0,0.00,100
344,7.8600,0.8415,1,14.29,14
345,-10.5000,0.8411,0,0.00,100
346,6.9600,0.8407,1,18.52,54
347,5.1500,0.8403,1,12.94,85
348,-7.0000,0.8398,0,0.00,100
349,-8.5000,0.8394,0,0.00,100
350,7.6200,0.8390,1,7.89,38
351,-5.5000,0.8386,0,0.00,100
352,7.5600,0.8382,1,18.18,44
353,8.6900,0.8377,1,45.16,31
354,4.0600,0.8373,1,11.70,94
355,-5.5000,0.8369,0,0.00,100
356,2.3800,0.8365,1,6.45,62
357,5.5600,0.8361,1,9.09,44
358,7.0100,0.8357,1,10.20,49
359,-6.5000,0.8352,0,0.00,100
360,5.9000,0.8348,1,11.67,60
361,-9.5000,0.8344,0,0.00,100
362,-16.0000,0.8340,0,0.00,100
363,-10.0000,0.8336,0,0.00,100
364,7.2100,0.8331,1,20.69,29
365,5.5300,0.8327,1,7.22,97
366,7.8000,0.8323,1,10.00,20
367,5.4400,0.8319,1,3.57,56
368,-5.5000,0.8315,0,0.00,100
369,-5.0000,0.8311,0,0.00,100
370,-9.5000,0.8307,0,0.00,100
371,-3.0000,0.8302,0,0.00,100
372,-2.5000,0.8298,0,0.00,100
373,-5.5000,0.8294,0,0.00,100
374,5.5800,0.8290,1,16.67,42
375,9.9400,0.8286,1,100.00,6
376,-9.5000,0.8282,0,0.00,100
377,8.4000,0.8277,1,20.00,10
378,4.3300,0.8273,1,16.42,67
379,-4.5000,0.8269,0,0.00,100
380,-4.5000,0.8265,0,0.00,100
381,-10.0000,0.8261,0,0.00,100
382,8.2100,0.8257,1,20.69,29
383,5.4100,0.8253,1,11.86,59
384,-10.5000,0.8249,0,0.00,100
385,7.8100,0.8244,1,10.53,19
386,-6.0000,0.8240,0,0.00,100
387,5.7200,0.8236,1,11.54,78
388,-5.5000,0.8232,0,0.00,100
389,-5.0000,0.8228,0,0.00,100
390,-4.5000,0.8224,0,0.00,100
391,9.9700,0.8220,1,33.33,3
392,5.6300,0.8216,1,12.64,87
393,5.4800,0.8212,1,7.69,52
394,-5.0000,0.8207,0,0.00,100
395,5.3300,0.8203,1,13.43,67
396,-3.0000,0.8199,0,0.00,100
397,5.2400,0.8195,1,1.32,76
398,8.9000,0.8191,1,20.00,10
399,-4.0000,0.8187,0,0.00,100
400,-6.0000,0.8183,0,0.00,100
401,-7.5000,0.8179,0,0.00,100
402,9.9800,0.8175,1,50.00,2
403,-3.5000,0.8171,0,0.00,100
404,-3.0000,0.8166,0,0.00,100
405,-7.0000,0.8162,0,0.00,100
406,4.0200,0.8158,1,10.42,48
407,-5.5000,0.8154,0,0.00,100
408,9.3600,0.8150,1,7.14,14
409,6.6400,0.8146,1,22.22,36
410,-5.0000,0.8142,0,0.00,100
411,-6.0000,0.8138,0,0.00,100
412,8.8600,0.8134,1,42.86,14
413,5.9000,0.8130,1,3.33,60
414,-4.0000,0.8126,0,0.00,100
415,-6.0000,0.8122,0,0.00,100
416,-11.0000,0.8118,0,0.00,100
417,-7.5000,0.8114,0,0.00,100
418,8.3200,0.8109,1,5.56,18
419,-5.0000,0.8105,0,0.00,100
420,8.2500,0.8101,1,16.00,25
421,6.6200,0.8097,1,21.05,38
422,9.9600,0.8093,1,100.00,4
423,8.3400,0.8089,1,31.25,16
424,9.9500,0.8085,1,80.00,5
425,-5.5000,0.8081,0,0.00,100
426,6.7000,0.8077,1,10.00,30
427,-5.0000,0.8073,0,0.00,100
428,4.0600,0.8069,1,9.57,94
429,-2.5000,0.8065,0,0.00,100
430,-3.0000,0.8061,0,0.00,100
431,9.3800,0.8057,1,8.33,12
432,7.5300,0.8053,1,21.28,47
433,5.5300,0.8049,1,19.15,47
434,-3.0000,0.8045,0,0.00,100
435,9.4100,0.8041,1,22.22,9
436,8.7600,0.8037,1,33.33,24
437,-8.0000,0.8033,0,0.00,100
438,9.0700,0.8029,1,9.30,43
439,-4.0000,0.8025,0,0.00,100
440,8.8300,0.8021,1,41.18,17
441,-4.5000,0.8017,0,0.00,100
442,8.2400,0.8013,1,23.08,26
443,8.3200,0.8009,1,10.29,68
444,8.0300,0.8005,1,21.28,47
445,-6.0000,0.8001,0,0.00,100
446,-8.0000,0.7997,0,0.00,100
447,4.9200,0.7993,1,13.79,58
448,7.3300,0.7989,1,14.93,67
449,2.0100,0.7985,1,20.41,49
450,5.0800,0.7981,1,14.13,92
451,9.1300,0.7977,1,21.62,37
452,2.3600,0.7973,1,10.94,64
453,8.2500,0.7969,1,16.00,25
454,9.9900,0.7965,1,100.00,1
455,-4.0000,0.7961,0,0.00,100
456,8.7400,0.7957,1,26.92,26
457,6.8800,0.7953,1,33.33,12
458,7.1900,0.7949,1,6.45,31
459,-9.0000,0.7945,0,0.00,100
460,-8.0000,0.7941,0,0.00,100
461,4.8200,0.7937,1,13.24,68
462,-4.5000,0.7933,0,0.00,100
463,7.1100,0.7929,1,15.38,39
464,3.2200,0.7925,1,10.26,78
465,8.3800,0.7921,1,41.67,12
466,3.6700,0.7917,1,15.66,83
467,9.4200,0.7913,1,50.00,8
468,5.0300,0.7909,1,10.31,97
469,8.0700,0.7905,1,20.93,43
470,-8.5000,0.7901,0,0.00,100
471,7.7900,0.7897,1,42.86,21
472,6.4700,0.7893,1,3.77,53
473,5.0600,0.7889,1,4.55,44
474,7.4000,0.7886,1,13.33,60
475,7.0200,0.7882,1,25.00,48
476,9.9100,0.7878,1,55.56,9
477,9.2600,0.7874,1,29.17,24
478,7.5300,0.7870,1,21.28,47
479,7.7200,0.7866,1,10.71,28
480,4.8600,0.7862,1,17.19,64
481,2.5700,0.7858,1,11.83,93
482,6.0300,0.7854,1,19.15,47
483,9.3300,0.7850,1,41.18,17
484,-6.5000,0.7846,0,0.00,100
485,9.8200,0.7842,1,22.22,18
486,1.1200,0.7838,1,12.50,88
487,8.1000,0.7834,1,27.50,40
488,9.5800,0.7830,1,19.05,42
489,8.1500,0.7827,1,5.71,35
490,6.9700,0.7823,1,26.42,53
491,-5.5000,0.7819,0,0.00,100
492,5.7100,0.7815,1,11.39,79
493,7.2400,0.7811,1,11.84,76
494,9.4000,0.7807,1,10.00,10
495,-13.5000,0.7803,0,0.00,100
496,7.1200,0.7799,1,7.89,38
497,-7.0000,0.7795,0,0.00,100
498,3.7400,0.7791,1,14.47,76
499,5.1700,0.7788,1,13.25,83
500,3.7000,0.7784,1,11.25,80
501,-4.5000,0.7780,0,0.00,100
502,-7.0000,0.7776,0,0.00,100
503,6.6900,0.7772,1,11.11,81
504,9.1700,0.7768,1,33.33,33
505,9.9200,0.7764,1,100.00,8
506,-6.0000,0.7760,0,0.00,100
507,-5.5000,0.7756,0,0.00,100
508,6.9900,0.7753,1,21.57,51
509,-10.0000,0.7749,0,0.00,100
510,-8.0000,0.7745,0,0.00,100
511,9.9300,0.7741,1,28.57,7
512,-7.5000,0.7737,0,0.00,100
513,-8.0000,0.7733,0,0.00,100
514,8.1700,0.7729,1,12.12,33
515,6.0700,0.7725,1,7.53,93
516,6.0100,0.7722,1,14.29,49
517,2.8000,0.7718,1,15.71,70
518,9.3900,0.7714,1,18.18,11
519,7.5000,0.7710,1,16.00,50
520,-6.5000,0.7706,0,0.00,100
521,7.1500,0.7702,1,11.43,35
522,9.3000,0.7698,1,25.00,20
523,2.0800,0.7695,1,14.13,92
524,4.5600,0.7691,1,15.96,94
525,-4.5000,0.7687,0,0.00,100
526,7.5000,0.7683,1,10.00,50
527,4.3100,0.7679,1,10.14,69
528,7.5900,0.7675,1,9.76,41
529,-8.5000,0.7672,0,0.00,100
530,7.7100,0.7668,1,18.99,79
531,9.6200,0.7664,1,23.68,38
532,6.3300,0.7660,1,16.42,67
533,9.0800,0.7656,1,7.14,42
534,9.2800,0.7652,1,40.91,22
535,8.2100,0.7649,1,41.38,29
536,-6.5000,0.7645,0,0.00,100
537,-6.5000,0.7641,0,0.00,100
538,7.4000,0.7637,1,15.00,60
539,6.7100,0.7633,1,20.69,29
540,-6.5000,0.7629,0,0.00,100
541,-13.5000,0.7626,0,0.00,100
542,-4.0000,0.7622,0,0.00,100
543,-5.5000,0.7618,0,0.00,100
544,9.9400,0.7614,1,100.00,6
545,4.0800,0.7610,1,11.96,92
546,-6.0000,0.7607,0,0.00,100
547,-4.5000,0.7603,0,0.00,100
548,8.0400,0.7599,1,23.91,46
549,9.8500,0.7595,1,6.67,15
550,8.8000,0.7591,1,50.00,20
551,7.3300,0.7588,1,16.42,67
552,-6.5000,0.7584,0,0.00,100
553,9.8400,0.7580,1,25.00,16
554,8.0300,0.7576,1,21.28,47
555,5.8400,0.7572,1,12.12,66
556,6.7900,0.7569,1,11.27,71
557,8.6100,0.7565,1,28.21,39
558,4.6200,0.7561,1,2.27,88
559,5.5300,0.7557,1,4.26,47
560,-9.0000,0.7554,0,0.00,100
561,-11.5000,0.7550,0,0.00,100
562,-3.3100,0.7546,1,3.70,81
563,9.7100,0.7542,1,24.14,29
564,-6.0000,0.7538,0,0.00,100
565,7.9000,0.7535,1,40.00,10
566,9.9400,0.7531,1,83.33,6
567,9.9900,0.7527,1,100.00,1
568,8.1200,0.7523,1,21.05,38
569,8.7900,0.7520,1,52.38,21
570,6.7000,0.7516,1,33.33,30
571,7.1600,0.7512,1,11.90,84
572,5.7800,0.7508,1,12.50,72
573,4.2900,0.7505,1,15.49,71
574,-11.5000,0.7501,0,0.00,100
575,-5.5000,0.7497,0,0.00,100
576,5.6600,0.7493,1,14.71,34
577,-5.0000,0.7490,0,0.00,100
578,4.0300,0.7486,1,4.12,97
579,5.8900,0.7482,1,13.11,61
580,5.7800,0.7478,1,27.27,22
581,7.5200,0.7475,1,10.42,48
582,4.9700,0.7471,1,9.43,53
583,8.5600,0.7467,1,6.82,44
584,6.0200,0.7463,1,12.50,48
585,5.5700,0.7460,1,13.95,43
586,6.9600,0.7456,1,14.81,54
587,7.1400,0.7452,1,25.00,36
588,-4.5000,0.7448,0,0.00,100
589,9.9800,0.7445,1,100.00,2
590,-6.0000,0.7441,0,0.00,100
591,8.4000,0.7437,1,16.67,60
592,8.9500,0.7434,1,40.00,5
593,3.8200,0.7430,1,13.24,68
594,9.2100,0.7426,1,27.59,29
595,8.8400,0.7422,1,43.75,16
596,8.0600,0.7419,1,18.18,44
597,8.8100,0.7415,1,13.04,69
598,-6.5000,0.7411,0,0.00,100
599,9.3100,0.7408,1,31.58,19
600,8.3700,0.7404,1,46.15,13
601,-5.0000,0.7400,0,0.00,100
602,9.9800,0.7397,1,50.00,2
603,9.3400,0.7393,1,31.25,16
604,3.7200,0.7389,1,12.82,78
605,7.0200,0.7385,1,22.92,48
606,9.2600,0.7382,1,37.50,24
607,0.8200,0.7378,1,4.41,68
608,9.3200,0.7374,1,61.11,18
609,-2.5000,0.7371,0,0.00,100
610,6.2700,0.7367,1,8.22,73
611,6.5000,0.7363,1,10.00,50
612,7.6000,0.7360,1,25.00,40
613,-4.5000,0.7356,0,0.00,100
614,6.9900,0.7352,1,17.65,51
615,9.2400,0.7349,1,30.77,26
616,9.9700,0.7345,1,33.33,3
617,5.1100,0.7341,1,11.24,89
618,4.0800,0.7338,1,21.43,42
619,-2.5000,0.7334,0,0.00,100
620,-5.5000,0.7330,0,0.00,100
621,8.7900,0.7327,1,33.33,21
622,7.0000,0.7323,1,16.00,50
623,7.9200,0.7319,1,37.50,8
624,-3.0000,0.7316,0,0.00,100
625,8.7500,0.7312,1,12.00,25
626,-2.5000,0.7308,0,0.00,100
627,4.3200,0.7305,1,11.76,68
628,-6.5000,0.7301,0,0.00,100
629,-1.8100,0.7297,1,13.58,81
630,-3.5000,0.7294,0,0.00,100
631,8.1200,0.7290,1,26.32,38
632,8.1700,0.7286,1,12.12,33
633,8.7600,0.7283,1,8.33,24
634,-4.5000,0.7279,0,0.00,100
635,4.7800,0.7275,1,12.50,72
636,8.2400,0.7272,1,19.23,26
637,-6.5000,0.7268,0,0.00,100
638,-5.0000,0.7265,0,0.00,100
639,9.9900,0.7261,1,100.00,1
640,-7.5000,0.7257,0,0.00,100
641,9.3500,0.7254,1,26.67,15
642,9.9100,0.7250,1,55.56,9
643,-3.0000,0.7246,0,0.00,100
644,-4.0000,0.7243,0,0.00,100
645,7.2600,0.7239,1,12.50,24
646,8.3100,0.7236,1,21.05,19
647,9.0400,0.7232,1,17.39,46
648,8.2300,0.7228,1,18.52,27
649,9.4600,0.7225,1,75.00,4
650,-7.5000,0.7221,0,0.00,100
651,9.9200,0.7217,1,50.00,8
652,7.2600,0.7214,1,17.57,74
653,-5.5000,0.7210,0,0.00,100
654,9.9000,0.7207,1,60.00,10
655,4.9000,0.7203,1,16.67,60
656,8.8600,0.7199,1,28.57,14
657,9.2600,0.7196,1,20.83,24
658,-11.0000,0.7192,0,0.00,100
659,9.3200,0.7189,1,16.67,18
660,9.2700,0.7185,1,34.78,23
661,8.4500,0.7181,1,16.36,55
662,7.5300,0.7178,1,10.64,47
663,-5.0000,0.7174,0,0.00,100
664,7.5600,0.7171,1,22.73,44
665,-4.5000,0.7167,0,0.00,100
666,8.2500,0.7164,1,16.00,25
667,6.5200,0.7160,1,12.50,48
668,9.3500,0.7156,1,40.00,15
669,6.8600,0.7153,1,18.75,64
670,9.4000,0.7149,1,40.00,10
671,3.0200,0.7146,1,10.20,98
672,9.8200,0.7142,1,33.33,18
673,1.9700,0.7138,1,22.64,53
674,9.2600,0.7135,1,37.50,24
675,9.4100,0.7131,1,66.67,9
676,-6.5000,0.7128,0,0.00,100
677,8.4900,0.7124,1,11.76,51
678,8.3800,0.7121,1,25.00,12
679,9.9000,0.7117,1,20.00,10
