episodio,recompensa_total,epsilon,chegou_ao_objetivo,eficiencia_episodio,passos_totais
1827,9.8900,0.9127,1,18.18,11
1828,-2.7500,0.9126,0,0.00,25
1829,-2.2500,0.9126,0,0.00,25
1830,9.9400,0.9125,1,50.00,6
1831,9.8400,0.9125,1,18.75,16
1832,9.8700,0.9124,1,15.38,13
1833,-1.2500,0.9124,0,0.00,25
1834,9.9900,0.9123,1,100.00,1
1835,9.8300,0.9123,1,11.76,17
1836,9.9600,0.9122,1,75.00,4
1837,9.9100,0.9122,1,22.22,9
1838,-1.2500,0.9121,0,0.00,25
1839,9.9700,0.9121,1,33.33,3
1840,9.9900,0.9121,1,100.00,1
1841,9.9200,0.9120,1,37.50,8
1842,8.7900,0.9120,1,14.29,21
1843,8.8300,0.9119,1,11.76,17
1844,9.4100,0.9119,1,11.11,9
1845,9.9700,0.9118,1,33.33,3
1846,9.9700,0.9118,1,66.67,3
1847,-2.7500,0.9117,0,0.00,25
1848,9.9000,0.9117,1,20.00,10
1849,9.4700,0.9116,1,66.67,3
1850,9.8900,0.9116,1,9.09,11
1851,-0.7500,0.9116,0,0.00,25
1852,-0.2500,0.9115,0,0.00,25
1853,9.9500,0.9115,1,60.00,5
1854,7.9000,0.9114,1,20.00,10
1855,-0.2500,0.9114,0,0.00,25
1856,-0.7500,0.9113,0,0.00,25
1857,6.3100,0.9113,1,10.53,19
1858,-1.2500,0.9112,0,0.00,25
1859,9.9800,0.9112,1,50.00,2
1860,9.8600,0.9111,1,7.14,14
1861,9.9300,0.9111,1,42.86,7
1862,-4.2500,0.9111,0,0.00,25
1863,9.4400,0.9110,1,16.67,6
1864,-0.7500,0.9110,0,0.00,25
1865,9.9900,0.9109,1,100.00,1
1866,9.4000,0.9109,1,20.00,10
1867,9.3300,0.9108,1,11.76,17
1868,9.9800,0.9108,1,100.00,2
1869,-2.7500,0.9107,0,0.00,25
1870,-2.2500,0.9107,0,0.00,25
1871,-2.7500,0.9106,0,0.00,25
1872,8.3400,0.9106,1,18.75,16
1873,-0.7500,0.9106,0,0.00,25
1874,9.4200,0.9105,1,12.50,8
1875,-3.7500,0.9105,0,0.00,25
1876,9.9900,0.9104,1,100.00,1
1877,9.8800,0.9104,1,8.33,12
1878,9.9800,0.9103,1,100.00,2
1879,8.3300,0.9103,1,29.41,17
1880,9.9400,0.9102,1,16.67,6
1881,9.9200,0.9102,1,25.00,8
1882,9.2900,0.9101,1,9.52,21
1883,9.9800,0.9101,1,100.00,2
1884,7.8200,0.9101,1,33.33,18
1885,9.9900,0.9100,1,100.00,1
1886,9.9400,0.9100,1,16.67,6
1887,9.9900,0.9099,1,100.00,1
1888,7.8200,0.9099,1,27.78,18
1889,9.9900,0.9098,1,100.00,1
1890,9.9200,0.9098,1,25.00,8
1891,-3.2500,0.9097,0,0.00,25
1892,-0.2500,0.9097,0,0.00,25
1893,6.8000,0.9096,1,5.00,20
1894,9.9400,0.9096,1,33.33,6
1895,-6.2500,0.9096,0,0.00,25
1896,9.9400,0.9095,1,33.33,6
1897,9.9200,0.9095,1,12.50,8
1898,-1.2500,0.9094,0,0.00,25
1899,9.9400,0.9094,1,33.33,6
1900,8.4000,0.9093,1,30.00,10
1901,9.9000,0.9093,1,10.00,10
1902,9.8900,0.9092,1,18.18,11
1903,9.9600,0.9092,1,25.00,4
1904,9.9600,0.9091,1,50.00,4
1905,9.9900,0.9091,1,100.00,1
1906,9.9300,0.9091,1,42.86,7
1907,9.3300,0.9090,1,23.53,17
1908,-0.2500,0.9090,0,0.00,25
1909,9.9600,0.9089,1,50.00,4
1910,-2.7500,0.9089,0,0.00,25
1911,7.2600,0.9088,1,8.33,24
1912,9.8900,0.9088,1,18.18,11
1913,9.9300,0.9087,1,28.57,7
1914,9.9500,0.9087,1,20.00,5
1915,7.8200,0.9086,1,27.78,18
1916,-2.2500,0.9086,0,0.00,25
1917,9.9200,0.9086,1,25.00,8
1918,-1.2500,0.9085,0,0.00,25
1919,-3.2500,0.9085,0,0.00,25
1920,9.4700,0.9084,1,66.67,3
1921,-5.7500,0.9084,0,0.00,25
1922,9.9800,0.9083,1,100.00,2
1923,8.8200,0.9083,1,27.78,18
1924,9.3200,0.9082,1,16.67,18
1925,9.8600,0.9082,1,7.14,14
1926,9.9700,0.9081,1,66.67,3
1927,9.9600,0.9081,1,50.00,4
1928,-0.7500,0.9081,0,0.00,25
1929,9.9200,0.9080,1,50.00,8
1930,7.8000,0.9080,1,10.00,20
1931,-1.2500,0.9079,0,0.00,25
1932,9.3400,0.9079,1,18.75,16
1933,-3.2500,0.9078,0,0.00,25
1934,9.9200,0.9078,1,37.50,8
1935,9.9700,0.9077,1,33.33,3
1936,9.8600,0.9077,1,14.29,14
1937,9.9900,0.9076,1,100.00,1
1938,6.8100,0.9076,1,21.05,19
1939,8.9500,0.9076,1,60.00,5
1940,9.3900,0.9075,1,18.18,11
1941,9.9200,0.9075,1,12.50,8
1942,9.9300,0.9074,1,28.57,7
1943,-0.7500,0.9074,0,0.00,25
1944,8.9200,0.9073,1,25.00,8
1945,9.9500,0.9073,1,60.00,5
1946,9.8900,0.9072,1,27.27,11
1947,-2.2500,0.9072,0,0.00,25
1948,8.3600,0.9071,1,21.43,14
1949,9.9400,0.9071,1,16.67,6
1950,9.9600,0.9071,1,50.00,4
1951,-4.2500,0.9070,0,0.00,25
1952,9.9900,0.9070,1,100.00,1
1953,8.4000,0.9069,1,50.00,10
1954,7.3600,0.9069,1,28.57,14
1955,9.9700,0.9068,1,100.00,3
1956,9.4100,0.9068,1,44.44,9
1957,9.9800,0.9067,1,100.00,2
1958,9.9600,0.9067,1,75.00,4
1959,8.7600,0.9066,1,8.33,24
1960,9.9300,0.9066,1,42.86,7
1961,-0.2500,0.9066,0,0.00,25
1962,9.3400,0.9065,1,18.75,16
1963,-0.7500,0.9065,0,0.00,25
1964,9.9200,0.9064,1,25.00,8
1965,9.9700,0.9064,1,66.67,3
1966,9.7500,0.9063,1,4.00,25
1967,9.3800,0.9063,1,41.67,12
1968,9.9500,0.9062,1,40.00,5
1969,9.9900,0.9062,1,100.00,1
1970,9.2700,0.9061,1,8.70,23
1971,7.8300,0.9061,1,29.41,17
1972,7.8900,0.9061,1,36.36,11
1973,9.9200,0.9060,1,25.00,8
1974,9.8300,0.9060,1,5.88,17
1975,-1.7500,0.9059,0,0.00,25
1976,9.9400,0.9059,1,66.67,6
1977,-3.7500,0.9058,0,0.00,25
1978,9.9700,0.9058,1,100.00,3
1979,8.9100,0.9057,1,44.44,9
1980,8.3900,0.9057,1,18.18,11
1981,8.8400,0.9056,1,6.25,16
1982,-0.2500,0.9056,0,0.00,25
1983,7.3300,0.9056,1,17.65,17
1984,9.8100,0.9055,1,15.79,19
1985,9.9400,0.9055,1,50.00,6
1986,9.9500,0.9054,1,20.00,5
1987,9.9700,0.9054,1,100.00,3
1988,8.9000,0.9053,1,20.00,10
1989,9.9800,0.9053,1,100.00,2
1990,9.9700,0.9052,1,100.00,3
1991,-1.7500,0.9052,0,0.00,25
1992,9.9500,0.9052,1,60.00,5
1993,9.4100,0.9051,1,22.22,9
1994,-2.2500,0.9051,0,0.00,25
1995,9.9200,0.9050,1,25.00,8
1996,9.8900,0.9050,1,18.18,11
1997,9.8700,0.9049,1,7.69,13
1998,9.3600,0.9049,1,7.14,14
1999,9.8500,0.9048,1,26.67,15
2000,9.9800,0.9048,1,100.00,2
2001,9.9700,0.9047,1,33.33,3
2002,9.9600,0.9047,1,50.00,4
2003,9.3400,0.9047,1,12.50,16
2004,-1.2500,0.9046,0,0.00,25
2005,9.8500,0.9046,1,13.33,15
2006,9.2600,0.9045,1,16.67,24
2007,6.8400,0.9045,1,18.75,16
2008,9.9900,0.9044,1,100.00,1
2009,-2.2500,0.9044,0,0.00,25
2010,9.4300,0.9043,1,28.57,7
2011,9.4000,0.9043,1,30.00,10
2012,-1.7500,0.9042,0,0.00,25
2013,9.9600,0.9042,1,50.00,4
2014,9.9500,0.9042,1,20.00,5
2015,9.9900,0.9041,1,100.00,1
2016,9.8700,0.9041,1,38.46,13
2017,9.4300,0.9040,1,28.57,7
2018,9.9600,0.9040,1,50.00,4
2019,-1.7500,0.9039,0,0.00,25
2020,-0.2500,0.9039,0,0.00,25
2021,9.9200,0.9038,1,37.50,8
2022,9.9500,0.9038,1,40.00,5
2023,-0.7500,0.9037,0,0.00,25
2024,9.9200,0.9037,1,37.50,8
2025,-1.7500,0.9037,0,0.00,25
2026,7.3200,0.9036,1,27.78,18
2027,9.8100,0.9036,1,10.53,19
2028,-1.7500,0.9035,0,0.00,25
2029,9.8100,0.9035,1,10.53,19
2030,9.4700,0.9034,1,66.67,3
2031,8.8200,0.9034,1,33.33,18
2032,6.8100,0.9033,1,21.05,19
2033,9.9400,0.9033,1,16.67,6
2034,8.8200,0.9033,1,16.67,18
2035,9.9200,0.9032,1,37.50,8
2036,9.9100,0.9032,1,33.33,9
2037,-1.2500,0.9031,0,0.00,25
2038,9.4300,0.9031,1,28.57,7
2039,9.8200,0.9030,1,11.11,18
2040,9.4200,0.9030,1,12.50,8
2041,9.9500,0.9029,1,20.00,5
2042,7.3800,0.9029,1,25.00,12
2043,-1.2500,0.9028,0,0.00,25
2044,9.8500,0.9028,1,20.00,15
2045,7.2900,0.9028,1,14.29,21
2046,8.9100,0.9027,1,44.44,9
2047,-2.2500,0.9027,0,0.00,25
2048,-2.2500,0.9026,0,0.00,25
2049,8.3200,0.9026,1,27.78,18
2050,9.9300,0.9025,1,71.43,7
2051,9.2600,0.9025,1,20.83,24
2052,-0.2500,0.9024,0,0.00,25
2053,-1.7500,0.9024,0,0.00,25
2054,9.9800,0.9024,1,100.00,2
2055,9.3100,0.9023,1,26.32,19
2056,9.9600,0.9023,1,75.00,4
2057,9.9300,0.9022,1,42.86,7
2058,9.9900,0.9022,1,100.00,1
2059,9.9200,0.9021,1,37.50,8
2060,8.8900,0.9021,1,45.45,11
2061,8.9000,0.9020,1,20.00,10
2062,-2.2500,0.9020,0,0.00,25
2063,9.9600,0.9019,1,75.00,4
2064,9.9800,0.9019,1,100.00,2
2065,9.4600,0.9019,1,25.00,4
2066,9.4200,0.9018,1,12.50,8
2067,8.9200,0.9018,1,25.00,8
2068,9.9600,0.9017,1,50.00,4
2069,8.8100,0.9017,1,26.32,19
2070,-5.2500,0.9016,0,0.00,25
2071,8.9100,0.9016,1,33.33,9
2072,9.9800,0.9015,1,100.00,2
2073,-0.7500,0.9015,0,0.00,25
2074,9.9600,0.9014,1,50.00,4
2075,9.9700,0.9014,1,33.33,3
2076,9.8500,0.9014,1,13.33,15
2077,9.8300,0.9013,1,11.76,17
2078,9.9000,0.9013,1,20.00,10
2079,-0.2500,0.9012,0,0.00,25
2080,9.9100,0.9012,1,33.33,9
2081,-1.2500,0.9011,0,0.00,25
2082,-1.2500,0.9011,0,0.00,25
2083,-5.2500,0.9010,0,0.00,25
2084,9.9900,0.9010,1,100.00,1
2085,9.9300,0.9010,1,28.57,7
2086,-0.2500,0.9009,0,0.00,25
2087,-4.7500,0.9009,0,0.00,25
2088,9.9800,0.9008,1,100.00,2
2089,8.4300,0.9008,1,28.57,7
2090,9.4000,0.9007,1,10.00,10
2091,9.9700,0.9007,1,66.67,3
2092,6.8900,0.9006,1,36.36,11
2093,-1.2500,0.9006,0,0.00,25
2094,7.2800,0.9005,1,13.64,22
2095,9.9400,0.9005,1,33.33,6
2096,-0.7500,0.9005,0,0.00,25
2097,9.8900,0.9004,1,18.18,11
2098,9.9500,0.9004,1,20.00,5
2099,-0.2500,0.9003,0,0.00,25
2100,8.3700,0.9003,1,23.08,13
2101,-4.7500,0.9002,0,0.00,25
2102,9.3900,0.9002,1,18.18,11
2103,9.3900,0.9001,1,27.27,11
2104,9.9200,0.9001,1,50.00,8
2105,8.3800,0.9001,1,25.00,12
2106,7.2600,0.9000,1,20.83,24
2107,-1.7500,0.9000,0,0.00,25
2108,-0.7500,0.8999,0,0.00,25
2109,9.9900,0.8999,1,100.00,1
2110,9.9900,0.8998,1,100.00,1
2111,9.9100,0.8998,1,33.33,9
2112,9.9400,0.8997,1,66.67,6
2113,-4.2500,0.8997,0,0.00,25
2114,9.9900,0.8996,1,100.00,1
2115,9.9200,0.8996,1,37.50,8
2116,9.9800,0.8996,1,100.00,2
2117,9.9700,0.8995,1,100.00,3
2118,9.4100,0.8995,1,66.67,9
2119,9.9600,0.8994,1,50.00,4
2120,9.9000,0.8994,1,10.00,10
2121,9.9600,0.8993,1,50.00,4
2122,9.9700,0.8993,1,100.00,3
2123,-0.2500,0.8992,0,0.00,25
2124,9.9900,0.8992,1,100.00,1
2125,9.9900,0.8992,1,100.00,1
2126,9.9200,0.8991,1,37.50,8
2127,9.9400,0.8991,1,50.00,6
2128,9.9400,0.8990,1,33.33,6
2129,-2.2500,0.8990,0,0.00,25
2130,9.9100,0.8989,1,11.11,9
2131,9.9000,0.8989,1,20.00,10
2132,-0.7500,0.8988,0,0.00,25
2133,9.9300,0.8988,1,28.57,7
2134,9.8100,0.8987,1,5.26,19
2135,-1.2500,0.8987,0,0.00,25
2136,9.4400,0.8987,1,50.00,6
2137,9.9900,0.8986,1,100.00,1
2138,9.9700,0.8986,1,33.33,3
2139,9.9800,0.8985,1,100.00,2
2140,9.9100,0.8985,1,33.33,9
2141,9.8900,0.8984,1,18.18,11
2142,-2.2500,0.8984,0,0.00,25
2143,8.8500,0.8983,1,20.00,15
2144,9.8800,0.8983,1,16.67,12
2145,9.9200,0.8983,1,25.00,8
2146,9.9800,0.8982,1,100.00,2
2147,-0.2500,0.8982,0,0.00,25
2148,9.9400,0.8981,1,33.33,6
2149,9.9100,0.8981,1,11.11,9
2150,9.8700,0.8980,1,30.77,13
2151,9.9900,0.8980,1,100.00,1
2152,8.9000,0.8979,1,40.00,10
2153,-3.7500,0.8979,0,0.00,25
2154,7.7700,0.8978,1,13.04,23
2155,9.9600,0.8978,1,50.00,4
2156,9.9200,0.8978,1,25.00,8
2157,9.9600,0.8977,1,50.00,4
2158,9.3900,0.8977,1,27.27,11
2159,8.8300,0.8976,1,23.53,17
2160,9.8600,0.8976,1,14.29,14
2161,8.9200,0.8975,1,25.00,8
2162,-0.2500,0.8975,0,0.00,25
2163,9.9300,0.8974,1,42.86,7
2164,9.9700,0.8974,1,33.33,3
2165,-0.7500,0.8974,0,0.00,25
2166,-0.7500,0.8973,0,0.00,25
2167,9.9100,0.8973,1,33.33,9
2168,-1.7500,0.8972,0,0.00,25
2169,-1.7500,0.8972,0,0.00,25
2170,9.8600,0.8971,1,14.29,14
2171,9.9500,0.8971,1,20.00,5
2172,8.9000,0.8970,1,20.00,10
2173,5.7500,0.8970,1,8.00,25
2174,9.9900,0.8970,1,100.00,1
2175,9.9700,0.8969,1,100.00,3
2176,9.8500,0.8969,1,13.33,15
2177,8.9400,0.8968,1,33.33,6
2178,7.3100,0.8968,1,21.05,19
2179,-1.2500,0.8967,0,0.00,25
2180,9.9900,0.8967,1,100.00,1
2181,-2.7500,0.8966,0,0.00,25
2182,9.2800,0.8966,1,13.64,22
2183,-0.2500,0.8965,0,0.00,25
2184,-1.2500,0.8965,0,0.00,25
2185,9.8700,0.8965,1,23.08,13
2186,9.9100,0.8964,1,22.22,9
2187,9.9800,0.8964,1,100.00,2
2188,9.9400,0.8963,1,66.67,6
2189,9.3500,0.8963,1,26.67,15
2190,8.3300,0.8962,1,17.65,17
2191,-1.7500,0.8962,0,0.00,25
2192,-0.7500,0.8961,0,0.00,25
2193,-1.2500,0.8961,0,0.00,25
2194,-2.2500,0.8961,0,0.00,25
2195,9.9200,0.8960,1,25.00,8
2196,-1.2500,0.8960,0,0.00,25
2197,9.9300,0.8959,1,28.57,7
2198,9.9600,0.8959,1,50.00,4
2199,9.9700,0.8958,1,33.33,3
2200,8.2500,0.8958,1,12.00,25
2201,9.8800,0.8957,1,16.67,12
2202,9.9900,0.8957,1,100.00,1
2203,9.9700,0.8957,1,66.67,3
2204,9.9100,0.8956,1,22.22,9
2205,8.8100,0.8956,1,21.05,19
2206,-2.7500,0.8955,0,0.00,25
2207,-2.2500,0.8955,0,0.00,25
2208,8.7700,0.8954,1,8.70,23
2209,8.8800,0.8954,1,25.00,12
2210,9.3900,0.8953,1,9.09,11
2211,9.9600,0.8953,1,50.00,4
2212,9.7500,0.8952,1,12.00,25
2213,9.8900,0.8952,1,18.18,11
2214,9.4300,0.8952,1,71.43,7
2215,7.8900,0.8951,1,27.27,11
2216,9.9600,0.8951,1,75.00,4
2217,9.9900,0.8950,1,100.00,1
2218,9.9400,0.8950,1,50.00,6
2219,9.9400,0.8949,1,33.33,6
2220,9.9700,0.8949,1,100.00,3
2221,-0.7500,0.8948,0,0.00,25
2222,-2.2500,0.8948,0,0.00,25
2223,7.3000,0.8948,1,25.00,20
2224,-0.7500,0.8947,0,0.00,25
2225,9.9600,0.8947,1,50.00,4
2226,9.8900,0.8946,1,18.18,11
2227,9.9000,0.8946,1,20.00,10
2228,9.8800,0.8945,1,8.33,12
2229,8.3900,0.8945,1,18.18,11
2230,-3.2500,0.8944,0,0.00,25
2231,-1.2500,0.8944,0,0.00,25
2232,9.3600,0.8944,1,35.71,14
2233,-1.2500,0.8943,0,0.00,25
2234,9.9600,0.8943,1,50.00,4
2235,9.8600,0.8942,1,21.43,14
2236,9.9400,0.8942,1,50.00,6
2237,9.9400,0.8941,1,33.33,6
2238,9.3600,0.8941,1,21.43,14
2239,9.9900,0.8940,1,100.00,1
2240,9.9400,0.8940,1,33.33,6
2241,9.9600,0.8940,1,100.00,4
2242,9.4200,0.8939,1,25.00,8
2243,9.9900,0.8939,1,100.00,1
2244,-1.7500,0.8938,0,0.00,25
2245,9.9500,0.8938,1,60.00,5
2246,8.9100,0.8937,1,44.44,9
2247,9.9900,0.8937,1,100.00,1
2248,-2.2500,0.8936,0,0.00,25
2249,9.8700,0.8936,1,7.69,13
2250,-1.7500,0.8936,0,0.00,25
2251,8.8200,0.8935,1,11.11,18
2252,7.3700,0.8935,1,15.38,13
2253,4.8400,0.8934,1,12.50,16
2254,9.9200,0.8934,1,25.00,8
2255,9.9300,0.8933,1,14.29,7
2256,9.9800,0.8933,1,100.00,2
2257,-1.7500,0.8932,0,0.00,25
2258,9.9800,0.8932,1,100.00,2
2259,-1.7500,0.8931,0,0.00,25
2260,4.7800,0.8931,1,18.18,22
2261,8.2700,0.8931,1,4.35,23
2262,9.8700,0.8930,1,15.38,13
2263,8.2700,0.8930,1,8.70,23
2264,9.9600,0.8929,1,50.00,4
2265,8.8400,0.8929,1,6.25,16
2266,9.9900,0.8928,1,100.00,1
2267,-0.2500,0.8928,0,0.00,25
2268,9.3700,0.8927,1,38.46,13
2269,9.9100,0.8927,1,55.56,9
2270,6.2500,0.8927,1,20.00,25
2271,-0.7500,0.8926,0,0.00,25
2272,9.9800,0.8926,1,100.00,2
2273,9.9600,0.8925,1,100.00,4
2274,9.9500,0.8925,1,40.00,5
2275,-2.2500,0.8924,0,0.00,25
2276,9.9200,0.8924,1,37.50,8
2277,-0.7500,0.8923,0,0.00,25
2278,8.3200,0.8923,1,22.22,18
2279,9.9600,0.8923,1,75.00,4
2280,9.8400,0.8922,1,18.75,16
2281,-1.7500,0.8922,0,0.00,25
2282,8.8600,0.8921,1,14.29,14
2283,9.3000,0.8921,1,30.00,20
2284,-2.2500,0.8920,0,0.00,25
2285,9.3800,0.8920,1,50.00,12
2286,9.8800,0.8919,1,33.33,12
2287,-2.7500,0.8919,0,0.00,25
2288,-2.2500,0.8919,0,0.00,25
2289,9.9700,0.8918,1,66.67,3
2290,9.3100,0.8918,1,15.79,19
2291,-2.7500,0.8917,0,0.00,25
2292,9.9800,0.8917,1,100.00,2
2293,9.9900,0.8916,1,100.00,1
2294,9.8100,0.8916,1,21.05,19
2295,9.2600,0.8915,1,12.50,24
2296,9.2700,0.8915,1,4.35,23
2297,9.9900,0.8915,1,100.00,1
2298,9.9300,0.8914,1,14.29,7
2299,9.4400,0.8914,1,16.67,6
2300,-0.7500,0.8913,0,0.00,25
2301,9.3500,0.8913,1,6.67,15
2302,-2.7500,0.8912,0,0.00,25
2303,8.8100,0.8912,1,31.58,19
2304,9.9300,0.8911,1,28.57,7
2305,-1.2500,0.8911,0,0.00,25
2306,9.9900,0.8911,1,100.00,1
2307,9.7600,0.8910,1,12.50,24
2308,9.8700,0.8910,1,30.77,13
2309,9.9600,0.8909,1,50.00,4
2310,8.3500,0.8909,1,6.67,15
2311,9.8900,0.8908,1,18.18,11
2312,-2.2500,0.8908,0,0.00,25
2313,-5.7500,0.8907,0,0.00,25
2314,9.8900,0.8907,1,18.18,11
2315,9.9500,0.8907,1,40.00,5
2316,8.8200,0.8906,1,27.78,18
2317,9.9500,0.8906,1,20.00,5
2318,9.9900,0.8905,1,100.00,1
2319,9.9500,0.8905,1,40.00,5
2320,-1.2500,0.8904,0,0.00,25
2321,-2.7500,0.8904,0,0.00,25
2322,9.9400,0.8903,1,33.33,6
2323,-3.7500,0.8903,0,0.00,25
2324,9.9400,0.8903,1,33.33,6
2325,9.3200,0.8902,1,11.11,18
2326,9.9800,0.8902,1,100.00,2
2327,9.9900,0.8901,1,100.00,1
2328,8.3300,0.8901,1,23.53,17
2329,9.8700,0.8900,1,23.08,13
2330,9.4000,0.8900,1,50.00,10
2331,9.9700,0.8899,1,100.00,3
2332,9.9900,0.8899,1,100.00,1
2333,8.8000,0.8898,1,20.00,20
2334,9.2900,0.8898,1,14.29,21
2335,9.4000,0.8898,1,30.00,10
2336,9.9800,0.8897,1,100.00,2
2337,-0.7500,0.8897,0,0.00,25
2338,9.4200,0.8896,1,12.50,8
2339,7.9000,0.8896,1,20.00,10
2340,9.8400,0.8895,1,12.50,16
2341,9.9000,0.8895,1,30.00,10
2342,-0.2500,0.8894,0,0.00,25
2343,9.9500,0.8894,1,20.00,5
2344,9.9800,0.8894,1,100.00,2
2345,9.8300,0.8893,1,17.65,17
2346,8.8400,0.8893,1,18.75,16
2347,9.8700,0.8892,1,15.38,13
2348,-4.2500,0.8892,0,0.00,25
2349,-2.2500,0.8891,0,0.00,25
2350,-1.7500,0.8891,0,0.00,25
2351,7.7900,0.8890,1,19.05,21
2352,9.9300,0.8890,1,28.57,7
2353,-1.7500,0.8890,0,0.00,25
2354,9.8400,0.8889,1,6.25,16
2355,9.9200,0.8889,1,62.50,8
2356,9.9100,0.8888,1,33.33,9
2357,9.8700,0.8888,1,15.38,13
2358,9.9400,0.8887,1,50.00,6
2359,9.8900,0.8887,1,27.27,11
2360,-1.7500,0.8886,0,0.00,25
2361,9.9700,0.8886,1,100.00,3
2362,9.3800,0.8886,1,25.00,12
2363,9.3000,0.8885,1,10.00,20
2364,9.9900,0.8885,1,100.00,1
2365,9.8400,0.8884,1,12.50,16
2366,-3.2500,0.8884,0,0.00,25
2367,-4.2500,0.8883,0,0.00,25
2368,8.4100,0.8883,1,22.22,9
2369,9.8900,0.8882,1,18.18,11
2370,9.9500,0.8882,1,60.00,5
2371,9.9600,0.8882,1,50.00,4
2372,9.9600,0.8881,1,50.00,4
2373,9.2900,0.8881,1,28.57,21
2374,9.9900,0.8880,1,100.00,1
2375,9.9700,0.8880,1,33.33,3
2376,9.9200,0.8879,1,25.00,8
2377,9.4100,0.8879,1,44.44,9
2378,9.9700,0.8878,1,100.00,3
2379,9.9200,0.8878,1,12.50,8
2380,9.9500,0.8878,1,20.00,5
2381,9.9900,0.8877,1,100.00,1
2382,9.4300,0.8877,1,28.57,7
2383,9.8100,0.8876,1,15.79,19
2384,8.8100,0.8876,1,10.53,19
2385,9.9400,0.8875,1,33.33,6
2386,9.8200,0.8875,1,16.67,18
2387,-2.7500,0.8875,0,0.00,25
2388,9.9800,0.8874,1,100.00,2
2389,9.9800,0.8874,1,100.00,2
2390,-0.7500,0.8873,0,0.00,25
2391,9.9800,0.8873,1,100.00,2
2392,9.9500,0.8872,1,40.00,5
2393,9.9300,0.8872,1,28.57,7
2394,9.8600,0.8871,1,35.71,14
2395,9.9500,0.8871,1,60.00,5
2396,9.9700,0.8871,1,33.33,3
2397,8.2900,0.8870,1,14.29,21
2398,-5.7500,0.8870,0,0.00,25
2399,7.8400,0.8869,1,31.25,16
2400,9.9800,0.8869,1,50.00,2
2401,9.3700,0.8868,1,23.08,13
2402,9.9700,0.8868,1,33.33,3
2403,7.8200,0.8867,1,11.11,18
2404,9.8800,0.8867,1,25.00,12
2405,9.7800,0.8867,1,13.64,22
2406,9.8700,0.8866,1,15.38,13
2407,9.2900,0.8866,1,23.81,21
2408,-1.2500,0.8865,0,0.00,25
2409,9.9800,0.8865,1,100.00,2
2410,9.9100,0.8864,1,22.22,9
2411,8.4100,0.8864,1,44.44,9
2412,-1.2500,0.8863,0,0.00,25
2413,-2.2500,0.8863,0,0.00,25
2414,9.9500,0.8863,1,60.00,5
2415,9.3500,0.8862,1,13.33,15
2416,9.9700,0.8862,1,33.33,3
2417,6.8800,0.8861,1,16.67,12
2418,-0.2500,0.8861,0,0.00,25
2419,9.8700,0.8860,1,23.08,13
2420,-3.7500,0.8860,0,0.00,25
2421,-2.7500,0.8859,0,0.00,25
2422,9.9800,0.8859,1,100.00,2
2423,-1.7500,0.8859,0,0.00,25
2424,9.8000,0.8858,1,10.00,20
2425,9.9900,0.8858,1,100.00,1
2426,-1.2500,0.8857,0,0.00,25
2427,8.8200,0.8857,1,27.78,18
2428,8.8900,0.8856,1,18.18,11
2429,8.8600,0.8856,1,28.57,14
2430,9.9500,0.8855,1,60.00,5
2431,8.7800,0.8855,1,27.27,22
2432,-1.7500,0.8855,0,0.00,25
2433,8.7900,0.8854,1,14.29,21
2434,9.9800,0.8854,1,100.00,2
2435,9.8400,0.8853,1,6.25,16
2436,-0.2500,0.8853,0,0.00,25
2437,-1.7500,0.8852,0,0.00,25
2438,9.9700,0.8852,1,100.00,3
2439,9.7800,0.8851,1,18.18,22
2440,8.3800,0.8851,1,33.33,12
2441,9.8800,0.8851,1,16.67,12
2442,9.9600,0.8850,1,50.00,4
2443,9.8800,0.8850,1,25.00,12
2444,8.4000,0.8849,1,30.00,10
2445,-2.2500,0.8849,0,0.00,25
2446,-1.2500,0.8848,0,0.00,25
2447,9.9500,0.8848,1,20.00,5
2448,-1.7500,0.8847,0,0.00,25
2449,9.9600,0.8847,1,50.00,4
2450,9.8600,0.8847,1,28.57,14
2451,8.2900,0.8846,1,14.29,21
2452,9.9800,0.8846,1,100.00,2
2453,9.9900,0.8845,1,100.00,1
2454,-3.2500,0.8845,0,0.00,25
2455,8.7800,0.8844,1,4.55,22
2456,9.9500,0.8844,1,60.00,5
2457,9.8300,0.8843,1,35.29,17
2458,9.8200,0.8843,1,16.67,18
2459,7.3100,0.8843,1,10.53,19
2460,9.8800,0.8842,1,16.67,12
2461,9.9400,0.8842,1,50.00,6
2462,8.8500,0.8841,1,26.67,15
2463,9.9800,0.8841,1,100.00,2
2464,-3.2500,0.8840,0,0.00,25
2465,-3.7500,0.8840,0,0.00,25
2466,8.2600,0.8840,1,20.83,24
2467,9.9800,0.8839,1,100.00,2
2468,9.3200,0.8839,1,5.56,18
2469,5.7800,0.8838,1,9.09,22
2470,9.9700,0.8838,1,100.00,3
2471,8.2600,0.8837,1,12.50,24
2472,9.4300,0.8837,1,57.14,7
2473,-0.2500,0.8836,0,0.00,25
2474,9.4000,0.8836,1,50.00,10
2475,7.8800,0.8836,1,16.67,12
2476,9.9200,0.8835,1,25.00,8
2477,9.9800,0.8835,1,100.00,2
2478,9.8000,0.8834,1,5.00,20
2479,8.9600,0.8834,1,50.00,4
2480,-3.2500,0.8833,0,0.00,25
2481,8.3600,0.8833,1,35.71,14
2482,9.9800,0.8832,1,100.00,2
2483,9.9700,0.8832,1,33.33,3
