episodio,recompensa_total,epsilon,chegou_ao_objetivo,eficiencia_episodio,passos_totais
154,9.8700,0.9923,1,7.69,13
155,-1.7500,0.9922,0,0.00,25
156,9.9800,0.9922,1,100.00,2
157,-0.7500,0.9921,0,0.00,25
158,9.8600,0.9921,1,14.29,14
159,9.9200,0.9920,1,25.00,8
160,9.9500,0.9920,1,60.00,5
161,9.8000,0.9919,1,10.00,20
162,-3.7500,0.9919,0,0.00,25
163,-2.7500,0.9918,0,0.00,25
164,-0.2500,0.9918,0,0.00,25
165,9.3100,0.9917,1,10.53,19
166,-6.2500,0.9917,0,0.00,25
167,9.9000,0.9916,1,20.00,10
168,-1.2500,0.9916,0,0.00,25
169,9.9800,0.9915,1,100.00,2
170,9.3000,0.9915,1,20.00,20
171,-0.2500,0.9914,0,0.00,25
172,9.8400,0.9914,1,6.25,16
173,9.3900,0.9913,1,18.18,11
174,7.8100,0.9913,1,21.05,19
175,-1.7500,0.9912,0,0.00,25
176,-4.2500,0.9912,0,0.00,25
177,9.9600,0.9911,1,75.00,4
178,9.9800,0.9911,1,100.00,2
179,9.4100,0.9910,1,44.44,9
180,-3.2500,0.9910,0,0.00,25
181,9.9400,0.9909,1,33.33,6
182,9.8200,0.9909,1,11.11,18
183,9.9200,0.9908,1,25.00,8
184,9.9900,0.9908,1,100.00,1
185,-3.7500,0.9907,0,0.00,25
186,-4.2500,0.9907,0,0.00,25
187,-1.7500,0.9906,0,0.00,25
188,9.9000,0.9906,1,20.00,10
189,-1.2500,0.9905,0,0.00,25
190,9.9700,0.9905,1,100.00,3
191,-3.2500,0.9904,0,0.00,25
192,-0.7500,0.9904,0,0.00,25
193,-3.2500,0.9903,0,0.00,25
194,7.3900,0.9903,1,45.45,11
195,-1.7500,0.9902,0,0.00,25
196,-3.7500,0.9902,0,0.00,25
197,8.7800,0.9901,1,13.64,22
198,9.9200,0.9901,1,12.50,8
199,-2.7500,0.9900,0,0.00,25
200,9.9000,0.9900,1,20.00,10
201,-2.7500,0.9900,0,0.00,25
202,9.9700,0.9899,1,66.67,3
203,-0.7500,0.9899,0,0.00,25
204,9.3800,0.9898,1,33.33,12
205,9.9800,0.9898,1,100.00,2
206,-0.2500,0.9897,0,0.00,25
207,-1.7500,0.9897,0,0.00,25
208,-0.7500,0.9896,0,0.00,25
209,9.9800,0.9896,1,100.00,2
210,9.9900,0.9895,1,100.00,1
211,9.9900,0.9895,1,100.00,1
212,-0.7500,0.9894,0,0.00,25
213,-0.7500,0.9894,0,0.00,25
214,-2.7500,0.9893,0,0.00,25
215,-2.7500,0.9893,0,0.00,25
216,-1.2500,0.9892,0,0.00,25
217,9.4500,0.9892,1,40.00,5
218,9.9000,0.9891,1,20.00,10
219,9.8900,0.9891,1,27.27,11
220,9.9500,0.9890,1,20.00,5
221,9.9100,0.9890,1,22.22,9
222,-4.7500,0.9889,0,0.00,25
223,-1.2500,0.9889,0,0.00,25
224,8.2800,0.9888,1,4.55,22
225,9.9700,0.9888,1,33.33,3
226,-2.7500,0.9887,0,0.00,25
227,-1.7500,0.9887,0,0.00,25
228,-1.7500,0.9886,0,0.00,25
229,9.9900,0.9886,1,100.00,1
230,9.9300,0.9885,1,14.29,7
231,9.9800,0.9885,1,100.00,2
232,-3.2500,0.9884,0,0.00,25
233,9.9500,0.9884,1,20.00,5
234,8.8400,0.9883,1,25.00,16
235,-0.7500,0.9883,0,0.00,25
236,-4.7500,0.9882,0,0.00,25
237,-0.2500,0.9882,0,0.00,25
238,9.7900,0.9881,1,14.29,21
239,-1.2500,0.9881,0,0.00,25
240,7.3300,0.9880,1,11.76,17
241,-3.2500,0.9880,0,0.00,25
242,-3.7500,0.9879,0,0.00,25
243,-3.2500,0.9879,0,0.00,25
244,-3.2500,0.9878,0,0.00,25
245,-0.7500,0.9878,0,0.00,25
246,-0.7500,0.9877,0,0.00,25
247,-2.7500,0.9877,0,0.00,25
248,8.9100,0.9876,1,11.11,9
249,-0.2500,0.9876,0,0.00,25
250,-1.7500,0.9875,0,0.00,25
251,9.8600,0.9875,1,7.14,14
252,-2.7500,0.9874,0,0.00,25
253,9.9600,0.9874,1,50.00,4
254,-3.7500,0.9873,0,0.00,25
255,9.7900,0.9873,1,14.29,21
256,9.9800,0.9872,1,100.00,2
257,9.9400,0.9872,1,33.33,6
258,9.4600,0.9871,1,75.00,4
259,9.9700,0.9871,1,33.33,3
260,8.8000,0.9870,1,20.00,20
261,9.9800,0.9870,1,50.00,2
262,-1.7500,0.9869,0,0.00,25
263,9.9000,0.9869,1,40.00,10
264,-0.7500,0.9868,0,0.00,25
265,8.4000,0.9868,1,30.00,10
266,-2.7500,0.9867,0,0.00,25
267,-2.2500,0.9867,0,0.00,25
268,9.9600,0.9866,1,50.00,4
269,9.9600,0.9866,1,75.00,4
270,8.9000,0.9865,1,30.00,10
271,9.9700,0.9865,1,100.00,3
272,8.2700,0.9864,1,13.04,23
273,-4.2500,0.9864,0,0.00,25
274,9.7500,0.9863,1,12.00,25
275,-0.7500,0.9863,0,0.00,25
276,-4.2500,0.9862,0,0.00,25
277,9.3800,0.9862,1,33.33,12
278,-2.2500,0.9861,0,0.00,25
279,9.9900,0.9861,1,100.00,1
280,9.9900,0.9860,1,100.00,1
281,-0.7500,0.9860,0,0.00,25
282,-4.7500,0.9859,0,0.00,25
283,-0.2500,0.9859,0,0.00,25
284,-2.7500,0.9859,0,0.00,25
285,-0.2500,0.9858,0,0.00,25
286,-1.7500,0.9858,0,0.00,25
287,9.8600,0.9857,1,7.14,14
288,-1.7500,0.9857,0,0.00,25
289,9.9200,0.9856,1,37.50,8
290,9.9200,0.9856,1,37.50,8
291,9.3500,0.9855,1,20.00,15
292,9.9600,0.9855,1,100.00,4
293,9.3200,0.9854,1,11.11,18
294,-0.2500,0.9854,0,0.00,25
295,9.9800,0.9853,1,100.00,2
296,9.9000,0.9853,1,20.00,10
297,9.8500,0.9852,1,6.67,15
298,9.9900,0.9852,1,100.00,1
299,9.8900,0.9851,1,27.27,11
300,9.9900,0.9851,1,100.00,1
301,9.9400,0.9850,1,50.00,6
302,7.8600,0.9850,1,7.14,14
303,9.9900,0.9849,1,100.00,1
304,9.8600,0.9849,1,21.43,14
305,9.4200,0.9848,1,12.50,8
306,9.9500,0.9848,1,40.00,5
307,-2.7500,0.9847,0,0.00,25
308,-5.2500,0.9847,0,0.00,25
309,8.9100,0.9846,1,33.33,9
310,-5.2500,0.9846,0,0.00,25
311,9.9800,0.9845,1,100.00,2
312,-2.7500,0.9845,0,0.00,25
313,9.8800,0.9844,1,25.00,12
314,-2.2500,0.9844,0,0.00,25
315,-1.7500,0.9843,0,0.00,25
316,-2.7500,0.9843,0,0.00,25
317,9.9900,0.9842,1,100.00,1
318,-3.2500,0.9842,0,0.00,25
319,9.9300,0.9841,1,42.86,7
320,9.9900,0.9841,1,100.00,1
321,9.3800,0.9840,1,8.33,12
322,9.8700,0.9840,1,15.38,13
323,9.9300,0.9839,1,14.29,7
324,-0.7500,0.9839,0,0.00,25
325,-0.7500,0.9838,0,0.00,25
326,-0.7500,0.9838,0,0.00,25
327,9.9900,0.9837,1,100.00,1
328,9.3700,0.9837,1,38.46,13
329,9.9300,0.9836,1,28.57,7
330,-0.7500,0.9836,0,0.00,25
331,-0.2500,0.9835,0,0.00,25
332,-0.2500,0.9835,0,0.00,25
333,9.9900,0.9834,1,100.00,1
334,-3.7500,0.9834,0,0.00,25
335,-2.7500,0.9833,0,0.00,25
336,-3.2500,0.9833,0,0.00,25
337,-0.7500,0.9832,0,0.00,25
338,9.9700,0.9832,1,33.33,3
339,9.9000,0.9831,1,30.00,10
340,8.3100,0.9831,1,26.32,19
341,-0.2500,0.9830,0,0.00,25
342,-2.2500,0.9830,0,0.00,25
343,-3.7500,0.9829,0,0.00,25
344,-1.7500,0.9829,0,0.00,25
345,8.4000,0.9828,1,30.00,10
346,9.9500,0.9828,1,20.00,5
347,9.9700,0.9828,1,100.00,3
348,-0.7500,0.9827,0,0.00,25
349,-0.2500,0.9827,0,0.00,25
350,9.3000,0.9826,1,5.00,20
351,8.3000,0.9826,1,10.00,20
352,9.8900,0.9825,1,9.09,11
353,-0.7500,0.9825,0,0.00,25
354,9.9400,0.9824,1,33.33,6
355,-0.7500,0.9824,0,0.00,25
356,-0.2500,0.9823,0,0.00,25
357,9.9600,0.9823,1,50.00,4
358,7.9100,0.9822,1,11.11,9
359,-2.2500,0.9822,0,0.00,25
360,9.9600,0.9821,1,50.00,4
361,-0.2500,0.9821,0,0.00,25
362,7.8300,0.9820,1,11.76,17
363,8.9300,0.9820,1,14.29,7
364,-1.2500,0.9819,0,0.00,25
365,-4.2500,0.9819,0,0.00,25
366,8.8500,0.9818,1,20.00,15
367,9.3500,0.9818,1,13.33,15
368,4.7800,0.9817,1,13.64,22
369,9.2900,0.9817,1,14.29,21
370,8.2700,0.9816,1,17.39,23
371,8.9000,0.9816,1,20.00,10
372,-1.7500,0.9815,0,0.00,25
373,7.7900,0.9815,1,9.52,21
374,9.9900,0.9814,1,100.00,1
375,9.9100,0.9814,1,33.33,9
376,9.9900,0.9813,1,100.00,1
377,9.9900,0.9813,1,100.00,1
378,-0.7500,0.9812,0,0.00,25
379,-3.7500,0.9812,0,0.00,25
380,-1.7500,0.9811,0,0.00,25
381,-1.7500,0.9811,0,0.00,25
382,-5.2500,0.9810,0,0.00,25
383,9.8900,0.9810,1,45.45,11
384,9.9100,0.9809,1,22.22,9
385,7.7900,0.9809,1,4.76,21
386,9.3400,0.9808,1,6.25,16
387,9.8900,0.9808,1,9.09,11
388,-2.2500,0.9807,0,0.00,25
389,-3.7500,0.9807,0,0.00,25
390,9.9600,0.9806,1,50.00,4
391,-5.2500,0.9806,0,0.00,25
392,9.8800,0.9805,1,25.00,12
393,8.7800,0.9805,1,13.64,22
394,-0.7500,0.9804,0,0.00,25
395,-2.2500,0.9804,0,0.00,25
396,9.7600,0.9803,1,12.50,24
397,9.8400,0.9803,1,12.50,16
398,9.9500,0.9802,1,40.00,5
399,9.8600,0.9802,1,21.43,14
400,9.9300,0.9801,1,14.29,7
401,9.9900,0.9801,1,100.00,1
402,9.3100,0.9801,1,15.79,19
403,9.2900,0.9800,1,4.76,21
404,-0.7500,0.9800,0,0.00,25
405,6.8300,0.9799,1,11.76,17
406,9.9800,0.9799,1,100.00,2
407,9.3900,0.9798,1,27.27,11
408,-3.7500,0.9798,0,0.00,25
409,-3.2500,0.9797,0,0.00,25
410,7.3000,0.9797,1,5.00,20
411,-2.7500,0.9796,0,0.00,25
412,9.8000,0.9796,1,15.00,20
413,-2.7500,0.9795,0,0.00,25
414,-2.2500,0.9795,0,0.00,25
415,9.9300,0.9794,1,42.86,7
416,7.9100,0.9794,1,55.56,9
417,9.9700,0.9793,1,100.00,3
418,8.8900,0.9793,1,9.09,11
419,-3.2500,0.9792,0,0.00,25
420,9.9900,0.9792,1,100.00,1
421,-1.2500,0.9791,0,0.00,25
422,-0.7500,0.9791,0,0.00,25
423,9.3300,0.9790,1,23.53,17
424,-1.2500,0.9790,0,0.00,25
425,7.2700,0.9789,1,17.39,23
426,8.8700,0.9789,1,15.38,13
427,-4.2500,0.9788,0,0.00,25
428,9.9700,0.9788,1,33.33,3
429,9.9300,0.9787,1,28.57,7
430,9.9700,0.9787,1,66.67,3
431,9.9100,0.9786,1,55.56,9
432,7.8300,0.9786,1,17.65,17
433,9.9100,0.9785,1,11.11,9
434,-1.2500,0.9785,0,0.00,25
435,-6.7500,0.9784,0,0.00,25
436,-3.7500,0.9784,0,0.00,25
437,9.9800,0.9783,1,100.00,2
438,-0.2500,0.9783,0,0.00,25
439,-6.7500,0.9782,0,0.00,25
440,8.8000,0.9782,1,15.00,20
441,9.9700,0.9781,1,33.33,3
442,9.3400,0.9781,1,31.25,16
443,-0.2500,0.9780,0,0.00,25
444,-3.2500,0.9780,0,0.00,25
445,-5.7500,0.9779,0,0.00,25
446,9.8200,0.9779,1,22.22,18
447,9.9800,0.9778,1,100.00,2
448,-2.7500,0.9778,0,0.00,25
449,9.9700,0.9778,1,100.00,3
450,-6.2500,0.9777,0,0.00,25
451,-2.7500,0.9777,0,0.00,25
452,9.9700,0.9776,1,100.00,3
453,7.2500,0.9776,1,20.00,25
454,9.9200,0.9775,1,37.50,8
455,9.9500,0.9775,1,20.00,5
456,9.9200,0.9774,1,37.50,8
457,9.9500,0.9774,1,20.00,5
458,9.8400,0.9773,1,12.50,16
459,9.9600,0.9773,1,50.00,4
460,-0.7500,0.9772,0,0.00,25
461,8.3000,0.9772,1,30.00,20
462,-2.2500,0.9771,0,0.00,25
463,9.9500,0.9771,1,60.00,5
464,-3.7500,0.9770,0,0.00,25
465,7.3400,0.9770,1,18.75,16
466,-4.2500,0.9769,0,0.00,25
467,9.9800,0.9769,1,100.00,2
468,7.7600,0.9768,1,8.33,24
469,9.9800,0.9768,1,100.00,2
470,9.9900,0.9767,1,100.00,1
471,-0.2500,0.9767,0,0.00,25
472,9.9400,0.9766,1,66.67,6
473,9.9200,0.9766,1,25.00,8
474,9.9600,0.9765,1,25.00,4
475,-2.2500,0.9765,0,0.00,25
476,-0.2500,0.9764,0,0.00,25
477,7.7900,0.9764,1,23.81,21
478,-2.2500,0.9763,0,0.00,25
479,9.7700,0.9763,1,21.74,23
480,-2.2500,0.9762,0,0.00,25
481,-0.2500,0.9762,0,0.00,25
482,7.8400,0.9761,1,12.50,16
483,-1.7500,0.9761,0,0.00,25
484,-1.7500,0.9760,0,0.00,25
485,-2.7500,0.9760,0,0.00,25
486,9.8900,0.9759,1,9.09,11
487,-0.2500,0.9759,0,0.00,25
488,8.3200,0.9758,1,16.67,18
489,-0.7500,0.9758,0,0.00,25
490,-5.2500,0.9757,0,0.00,25
491,7.8600,0.9757,1,35.71,14
492,9.9300,0.9757,1,28.57,7
493,7.8500,0.9756,1,20.00,15
494,9.9900,0.9756,1,100.00,1
495,-0.2500,0.9755,0,0.00,25
496,-4.2500,0.9755,0,0.00,25
497,9.9600,0.9754,1,50.00,4
498,9.3200,0.9754,1,16.67,18
499,9.9000,0.9753,1,30.00,10
500,9.9800,0.9753,1,100.00,2
501,8.3200,0.9752,1,27.78,18
502,9.9900,0.9752,1,100.00,1
503,9.9600,0.9751,1,50.00,4
504,9.9800,0.9751,1,50.00,2
505,9.9600,0.9750,1,50.00,4
506,-0.7500,0.9750,0,0.00,25
507,-0.7500,0.9749,0,0.00,25
508,9.9300,0.9749,1,71.43,7
509,-2.2500,0.9748,0,0.00,25
510,9.3500,0.9748,1,20.00,15
511,9.8800,0.9747,1,16.67,12
512,9.4000,0.9747,1,30.00,10
513,8.9000,0.9746,1,20.00,10
514,8.2700,0.9746,1,8.70,23
515,-1.2500,0.9745,0,0.00,25
516,9.9500,0.9745,1,20.00,5
517,9.2600,0.9744,1,4.17,24
518,9.9600,0.9744,1,50.00,4
519,8.3200,0.9743,1,27.78,18
520,-5.7500,0.9743,0,0.00,25
521,9.8700,0.9742,1,15.38,13
522,9.9300,0.9742,1,14.29,7
523,-0.7500,0.9741,0,0.00,25
524,-2.7500,0.9741,0,0.00,25
525,9.8500,0.9740,1,13.33,15
526,7.8000,0.9740,1,10.00,20
527,-3.2500,0.9739,0,0.00,25
528,8.8100,0.9739,1,21.05,19
529,8.8900,0.9738,1,45.45,11
530,9.9600,0.9738,1,50.00,4
531,8.8300,0.9738,1,5.88,17
532,9.9900,0.9737,1,100.00,1
533,-5.2500,0.9737,0,0.00,25
534,7.2500,0.9736,1,8.00,25
535,-1.2500,0.9736,0,0.00,25
536,-2.7500,0.9735,0,0.00,25
537,9.9500,0.9735,1,20.00,5
538,7.9200,0.9734,1,25.00,8
539,8.9000,0.9734,1,40.00,10
540,9.8700,0.9733,1,15.38,13
541,-1.2500,0.9733,0,0.00,25
542,-1.2500,0.9732,0,0.00,25
543,-3.7500,0.9732,0,0.00,25
544,9.4500,0.9731,1,40.00,5
545,9.4400,0.9731,1,33.33,6
546,9.9600,0.9730,1,75.00,4
547,8.8100,0.9730,1,10.53,19
548,8.3100,0.9729,1,26.32,19
549,9.3400,0.9729,1,18.75,16
550,9.9000,0.9728,1,40.00,10
551,-4.2500,0.9728,0,0.00,25
552,-3.7500,0.9727,0,0.00,25
553,9.8700,0.9727,1,15.38,13
554,9.7700,0.9726,1,21.74,23
555,9.9900,0.9726,1,100.00,1
556,-0.2500,0.9725,0,0.00,25
557,-0.7500,0.9725,0,0.00,25
558,8.3700,0.9724,1,38.46,13
559,-4.2500,0.9724,0,0.00,25
560,-2.2500,0.9723,0,0.00,25
561,9.9500,0.9723,1,20.00,5
562,-2.7500,0.9722,0,0.00,25
563,-1.7500,0.9722,0,0.00,25
564,9.4000,0.9721,1,30.00,10
565,9.9400,0.9721,1,33.33,6
566,-1.2500,0.9720,0,0.00,25
567,-1.7500,0.9720,0,0.00,25
568,9.3700,0.9720,1,15.38,13
569,-0.7500,0.9719,0,0.00,25
570,8.9200,0.9719,1,25.00,8
571,-5.7500,0.9718,0,0.00,25
572,-3.7500,0.9718,0,0.00,25
573,9.9600,0.9717,1,50.00,4
574,9.8200,0.9717,1,16.67,18
575,9.8700,0.9716,1,38.46,13
576,-4.2500,0.9716,0,0.00,25
577,-0.2500,0.9715,0,0.00,25
578,8.9600,0.9715,1,50.00,4
579,-0.7500,0.9714,0,0.00,25
580,9.9700,0.9714,1,33.33,3
581,-0.7500,0.9713,0,0.00,25
582,9.8600,0.9713,1,14.29,14
583,9.9700,0.9712,1,33.33,3
584,9.9700,0.9712,1,66.67,3
585,9.8600,0.9711,1,21.43,14
586,-1.2500,0.9711,0,0.00,25
587,9.3200,0.9710,1,16.67,18
588,-2.2500,0.9710,0,0.00,25
589,8.7600,0.9709,1,12.50,24
590,-6.7500,0.9709,0,0.00,25
591,9.9800,0.9708,1,100.00,2
592,9.9800,0.9708,1,100.00,2
593,9.9500,0.9707,1,40.00,5
594,9.9700,0.9707,1,66.67,3
595,-2.2500,0.9706,0,0.00,25
596,9.9700,0.9706,1,66.67,3
597,-2.7500,0.9705,0,0.00,25
598,8.2900,0.9705,1,9.52,21
599,9.9100,0.9704,1,22.22,9
600,9.9000,0.9704,1,30.00,10
601,9.3200,0.9703,1,16.67,18
602,-3.7500,0.9703,0,0.00,25
603,-0.7500,0.9703,0,0.00,25
604,-0.2500,0.9702,0,0.00,25
605,-0.7500,0.9702,0,0.00,25
606,9.8900,0.9701,1,27.27,11
607,9.9700,0.9701,1,33.33,3
608,9.4400,0.9700,1,50.00,6
609,-2.7500,0.9700,0,0.00,25
610,9.9900,0.9699,1,100.00,1
611,-1.7500,0.9699,0,0.00,25
612,8.9200,0.9698,1,25.00,8
613,9.8200,0.9698,1,11.11,18
614,9.9800,0.9697,1,100.00,2
615,-3.2500,0.9697,0,0.00,25
616,9.9700,0.9696,1,33.33,3
617,-0.7500,0.9696,0,0.00,25
618,7.7600,0.9695,1,8.33,24
619,9.3000,0.9695,1,20.00,20
620,-0.7500,0.9694,0,0.00,25
621,9.9300,0.9694,1,42.86,7
622,-0.2500,0.9693,0,0.00,25
623,8.8200,0.9693,1,16.67,18
624,-3.7500,0.9692,0,0.00,25
625,-0.2500,0.9692,0,0.00,25
626,-4.7500,0.9691,0,0.00,25
627,-4.7500,0.9691,0,0.00,25
628,9.3500,0.9690,1,13.33,15
629,9.9800,0.9690,1,100.00,2
630,9.9200,0.9689,1,12.50,8
631,8.3300,0.9689,1,5.88,17
632,9.7800,0.9688,1,9.09,22
633,9.9700,0.9688,1,66.67,3
634,8.4200,0.9687,1,12.50,8
635,9.9400,0.9687,1,33.33,6
636,-5.2500,0.9687,0,0.00,25
637,8.2500,0.9686,1,20.00,25
638,9.8500,0.9686,1,20.00,15
639,9.8300,0.9685,1,5.88,17
640,9.9900,0.9685,1,100.00,1
641,9.3600,0.9684,1,7.14,14
642,-0.2500,0.9684,0,0.00,25
643,-1.2500,0.9683,0,0.00,25
644,-1.2500,0.9683,0,0.00,25
645,-1.7500,0.9682,0,0.00,25
646,-5.2500,0.9682,0,0.00,25
647,-1.7500,0.9681,0,0.00,25
648,9.4600,0.9681,1,75.00,4
649,8.8600,0.9680,1,21.43,14
650,-2.2500,0.9680,0,0.00,25
651,-4.2500,0.9679,0,0.00,25
652,9.9000,0.9679,1,20.00,10
653,-2.7500,0.9678,0,0.00,25
654,-1.2500,0.9678,0,0.00,25
655,8.3100,0.9677,1,15.79,19
656,9.9900,0.9677,1,100.00,1
657,9.8600,0.9676,1,7.14,14
658,9.9800,0.9676,1,100.00,2
659,-4.2500,0.9675,0,0.00,25
660,-5.2500,0.9675,0,0.00,25
661,-2.2500,0.9674,0,0.00,25
662,-4.2500,0.9674,0,0.00,25
663,9.9500,0.9673,1,40.00,5
664,9.9500,0.9673,1,60.00,5
665,9.3000,0.9672,1,10.00,20
666,-1.7500,0.9672,0,0.00,25
667,8.7500,0.9672,1,8.00,25
668,9.3600,0.9671,1,35.71,14
669,9.9200,0.9671,1,25.00,8
670,8.3300,0.9670,1,17.65,17
671,9.9800,0.9670,1,100.00,2
672,8.8700,0.9669,1,15.38,13
673,-1.7500,0.9669,0,0.00,25
674,7.8600,0.9668,1,28.57,14
675,-3.7500,0.9668,0,0.00,25
676,-2.2500,0.9667,0,0.00,25
677,9.9100,0.9667,1,55.56,9
678,-1.2500,0.9666,0,0.00,25
679,9.9900,0.9666,1,100.00,1
